,Rank,Mark,Player Name,DOB,Nat,Pos,Venue,Date
19009,1265,11.23,Sihao YU,21 APR 2007,CHN,6h5,"Olympic Sports Center, Huzhou (CHN)",09 MAY 2023
19010,1265,11.23,Kerian BOUSSONNIERE,2006,FRA,1f2,"Stade Municipal d’Athlétisme, Ramonville (FRA)",11 MAY 2023
19011,1296,11.24,Josh FABIANI,20 MAR 2004,AUS,3f2,"QSAC State Athletics Facility, Nathan, Brisbane (AUS)",07 JAN 2023
19012,1296,11.24,Lachlan FALCONER-BOAG,22 FEB 2004,AUS,3f3,"Tom Kelly Athletics Track, Doncaster, Melbourne (AUS)",19 JAN 2023
19013,1296,11.24,Elphan JOHN JIMMY,2004,AUS,5f2,"WA Sports Centre, Perth (AUS)",27 JAN 2023
19014,1296,11.24,Thabo MADISHA,,RSA,3f6,"Bestmed Tuks Stadium, Pretoria (RSA)",01 FEB 2023
19015,1296,11.24,Kenrick SHARPE,2007,JAM,2f10,"National Stadium, Kingston (JAM)",11 FEB 2023
19016,,,,,,,,
19017,1296,11.24,Rahiam ASHER,2004,JAM,1f20,"National Stadium, Kingston (JAM)",11 FEB 2023
19018,1296,11.24,William MOIR,05 AUG 2004,AUS,4h2,"SOPAC, Sydney (AUS)",25 FEB 2023
19019,1296,11.24,Daniel CLARKE,26 SEP 2006,JAM,1h4,"National Stadium, Kingston (JAM)",03 MAR 2023
19020,1296,11.24,Thokozani ANDERSON,10 JAN 2005,RSA,6h1,"Germiston Stadium, Johannesburg (RSA)",10 MAR 2023
19021,1296,11.24,Devonte SMITH,2004,JAM,1f11,"GC Foster College, Spanish Town (JAM)",11 MAR 2023
19022,1296,11.24,Syouki MUNENAGA,11 JUL 2004,JPN,6f10,"National Stadium, Tokyo (JPN)",18 MAR 2023
19023,1296,11.24,Lee WILDEMAN,11 APR 2005,RSA,7h6,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",23 MAR 2023
19024,1296,11.24,Patrick MCKENZIE,,JAM,2h5,"National Stadium, Kingston (JAM)",28 MAR 2023
19025,1296,11.24,Tromance SMITH,,USA,3f4,"Percy Beard Track, Gainesville, FL (USA)",31 MAR 2023
19026,1296,11.24,Shoichi TAKIGUCHI,07 DEC 2005,JPN,5f6,"National Stadium, Tokyo (JPN)",02 APR 2023
19027,1296,11.24,Jiamao XI,12 FEB 2007,CHN,6h1,"Sichuan Xipu Training Base, Chengdu (CHN)",07 APR 2023
19028,1296,11.24,Francisco DE LA VEGA,15 FEB 2004,MEX,7,"Pista Olimpica Universitaria, Tepic (MEX)",14 APR 2023
19029,1296,11.24,Marcelo Arturo PEREZ,17 MAY 2004,BOL,1h5,"Gobierno Autónomo Municipal de Cochabamba, Cochabamba (BOL)",29 APR 2023
19030,1296,11.24,Dominik MRÁČEK,2006,CZE,1h1,"Mestský Stadion Sletište, Kladno (CZE)",29 APR 2023
19031,1296,11.24,Gabriel NIESEN,2005,BEL,2f5,"Sport Vlaanderen Herentals, Herentals (BEL)",01 MAY 2023
19032,1296,11.24,Ognen STEFANOVSKI,14 SEP 2004,MKD,1f2,"Stadion Topolica, Bar (MNE)",01 MAY 2023
19033,1296,11.24,Simon DEKONINCK,2004,BEL,4f4,"Putbosstadion, Oordegem (BEL)",01 MAY 2023
19034,1296,11.24,Konstantinos STAMATAKOS,08 AUG 2007,GRE,3,"Municipal Stadium, Eleftheroupoli (GRE)",04 MAY 2023
19035,1296,11.24,Xincheng ZHU,02 NOV 2007,CHN,6h1,"Olympic Sports Center, Huzhou (CHN)",09 MAY 2023
19036,1296,11.24,Kristian NEDKOV,2006,BUL,4,"City ​​Stadium, Ruse (BUL)",13 MAY 2023
19037,1296,11.24,Áron HAJDU,14 AUG 2007,HUN,3f1,"Vasas Pasaréti Sportcentrum, Budapest (HUN)",13 MAY 2023
19038,1322,11.25,Geovanny LEE,,BAR,1,"National Stadium, Waterford, Bridgetown (BAR)",25 FEB 2023
19039,1322,11.25,Aden MCDONALD,05 JUL 2006,AUS,2,"WA Sports Centre, Perth (AUS)",04 MAR 2023
19040,1322,11.25,Epihane OUÉDRAOGO,27 JAN 2005,BUR,6f1,"Omnisport Stadium, Bobo-Dioulasso (BUR)",05 MAR 2023
19041,1322,11.25,Oumar Doudai ABAKAR,01 JAN 2005,QAT,4h6,"Athletics Track, Parow, Cape Town (RSA)",10 MAR 2023
19042,1322,11.25,Tommy BENNETT,2006,AUS,3,"Northern Athletic Centre, St Leonards, Launceston (AUS)",18 MAR 2023
19043,1322,11.25,Tshepo NCHABALENG,01 MAR 2006,RSA,6h5,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",23 MAR 2023
19044,1322,11.25,Joseph GOMEZ,,USA,1h1,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",24 MAR 2023
19045,1322,11.25,Courtney WILLIAMS,,JAM,2ce1,"National Stadium, Kingston (JAM)",29 MAR 2023
19046,1322,11.25,Kilber ESCOBAR,2005,VEN,4f1,"Estadio de la Universidad Militar Bolivariana, Caracas (VEN)",30 MAR 2023
19047,1322,11.25,James TAYLOR,,USA,5h4,"Cobb Track and Angell Field, Stanford, CA (USA)",01 APR 2023
19048,1322,11.25,Enoch JOSEPH,2006,TTO,2h3,"Dwight Yorke Stadium, Port-of-Spain (TTO)",01 APR 2023
19049,1322,11.25,Donte ROBINSON,,USA,2ce1,"Cougar Athletic Stadium, Azusa, CA (USA)",13 APR 2023
19050,1322,11.25,Rory BROGAN,,GBR,3f1,"Grangemouth Sports Stadium, Grangemouth (GBR)",15 APR 2023
19051,1322,11.25,Jack BREWSTER,12 JAN 2007,AUS,3h3,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",16 APR 2023
19052,1322,11.25,Israel SALA,03 APR 2004,ESP,5h2,"Pistas Universad de León, León (ESP)",23 APR 2023
19053,1322,11.25,Quinten JOCHEMS,2004,BEL,1,"Sportcentrum Den Uyt, Mol (BEL)",23 APR 2023
19054,1322,11.25,Samuel MOWA,,GBR,1f2,"Norman Park Community Sports Centre, London (GBR)",24 APR 2023
19055,1322,11.25,Bogdan GONCHAROV,18 JUN 2007,KAZ,7sf1,Tashkent (UZB),28 APR 2023
19056,1322,11.25,Mattia Giorgio PELIZZARO,2007,ITA,4h1,"Stadio dei Marmi, Roma (ITA)",30 APR 2023
19057,1322,11.25,Andreas NIKOLOPOULOS,24 MAY 2006,GRE,1h2,"Municipal Stadium, Eleftheroupoli (GRE)",04 MAY 2023
19058,1322,11.25,Thomas BRELEUR,2005,FRA,1f2,"Stade A. Delaune, Maisons-Alfort (FRA)",06 MAY 2023
19059,1322,11.25,Fabius SCHMITT,03 MAR 2006,GER,1h1,"Stadion am Hallenbad, Germering (GER)",06 MAY 2023
19060,1322,11.25,Giulio FUGAZZI,2006,ITA,2f1,"Sportzentrum Schlossfeld, Willisau (SUI)",06 MAY 2023
19061,1322,11.25,Verrel CHARLES,,GBR,6f5,"Lee Valley Athletics Centre, London (GBR)",07 MAY 2023
19062,1322,11.25,Kacper MATYSIAK,,GBR,5f7,"Lee Valley Athletics Centre, London (GBR)",07 MAY 2023
19063,1322,11.25,Baoji WANG,25 MAR 2005,CHN,5h3,"Hebei Olympic Sports Center, Qinhuangdao (CHN)",09 MAY 2023
19064,1322,11.25,Arnar Logi BRYNJARSSON,17 OCT 2007,ISL,4f2,"Mary Peters Track, Belfast (GBR)",13 MAY 2023
19065,1322,11.25,Krzysztof GROCHOWSKI,10 JAN 2007,POL,2h2,"Stadion Zygmunta Szelesta, Warszawa (POL)",13 MAY 2023
19066,1350,11.26,Chun Kai LAU,,HKG,5f5,"Wan Chai Sports Ground, Hong Kong (HKG)",15 JAN 2023
19067,1350,11.26,Shawlynne MIENIES,09 JUN 2006,RSA,1f3,"Bestmed Tuks Stadium, Pretoria (RSA)",01 FEB 2023
19068,1350,11.26,Freshauny REID,2006,JAM,3f13,"National Stadium, Kingston (JAM)",11 FEB 2023
19069,1350,11.26,Ibrahim EL KHALIL MERIOUA,07 JAN 2006,ALG,2f3,"Stade Annexe du 5 Juillet, Algiers (ALG)",11 FEB 2023
19070,1350,11.26,Diego GARAY,2005,MEX,4h7,"Pista del CARE, Monterrey (MEX)",25 FEB 2023
19071,1350,11.26,James HANSEN,27 OCT 2005,NZL,2ce,"Cooks Gardens, Wanganui (NZL)",25 FEB 2023
19072,1350,11.26,Carlos Daniel ARIAS,2006,MEX,5,"Estadio Olímpico de Querétaro, Queretaro (MEX)",25 FEB 2023
19073,1350,11.26,Bruce DUSMEZ,2006,AUS,1h2,"Lakeside Stadium, Melbourne (AUS)",25 FEB 2023
19074,1350,11.26,Ben WARD,2006,NZL,3h3,"Newtown Park Stadium, Wellington (NZL)",03 MAR 2023
19075,1350,11.26,Adrian Roger RODRIGUEZ,31 AUG 2006,ECU,3,"La Vicentina, Quito (ECU)",04 MAR 2023
19076,1350,11.26,Finley ETIENNE,,BAH,1,"The Bahamas National Stadium, Nassau (BAH)",08 MAR 2023
19077,1350,11.26,Deandre ANDALL,2006,GRN,5,"Kirani James Athletic Stadium, St. George's (GRN)",11 MAR 2023
19078,1350,11.26,Brian ISAAC,2005,GRN,5,"Kirani James Athletic Stadium, St. George's (GRN)",11 MAR 2023
19079,1350,11.26,Riku FURUYAMA,20 FEB 2006,JPN,2f26,"National Stadium, Tokyo (JPN)",18 MAR 2023
19080,1350,11.26,Ignacio SUAREZ,23 MAY 2004,ARG,3,"CeNARD, Buenos Aires (ARG)",18 MAR 2023
19081,1350,11.26,Siphosesethu MANGCOTYWA,18 FEB 2007,RSA,5h6,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",23 MAR 2023
19082,1350,11.26,Jadrean PRINS,29 FEB 2008,RSA,4h1,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",23 MAR 2023
19083,1350,11.26,Esethu MADLALA,16 MAR 2008,RSA,3h3,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",23 MAR 2023
19084,1350,11.26,Güercio Diego PÉREZ,28 NOV 2006,ARG,5,"Centro de Alto Rendimiento Deportivo Pedro Candioti, Santa Fé (ARG)",25 MAR 2023
19085,1350,11.26,Samuel DAVIS,,BAH,5sf3,"T. Robinson Stadium, Nassau (BAH)",25 MAR 2023
19086,1350,11.26,Jevon NELSON,24 SEP 2004,JAM,4h1,"National Stadium, Kingston (JAM)",28 MAR 2023
19087,1350,11.26,Renaldo TAYLOR,2004,JAM,4h3,"National Stadium, Kingston (JAM)",28 MAR 2023
19088,1350,11.26,Kiu Fung Paul TUNG,,HKG,5h9,"Wan Chai Sports Ground, Hong Kong (HKG)",01 APR 2023
19089,1350,11.26,Ryuku MOROHASHI,03 FEB 2006,JPN,6f3,"Niigatashi Field, Niigata (JPN)",08 APR 2023
19090,1350,11.26,Kentaro SHIRAHATA,06 JAN 2006,JPN,2h14,"Niigatashi Field, Niigata (JPN)",08 APR 2023
19091,1350,11.26,Markey ZEPHERIN,,TKS,6h2,Nassau (BAH),08 APR 2023
19092,1350,11.26,Mizuki SENDA,30 SEP 2004,JPN,6f1,"Juntendo University Stadium, Inzai (JPN)",15 APR 2023
19093,1350,11.26,Bátor BIROVECZ,23 APR 2004,HUN,2f1,"MATE Atlétika Centrum, Gödöllő (HUN)",22 APR 2023
19094,1350,11.26,Brody PATLAN,,USA,8h2,"Drake Stadium, Des Moines, IA (USA)",28 APR 2023
19095,1350,11.26,Santino ANZEVINO,,USA,7h3,"Drake Stadium, Des Moines, IA (USA)",28 APR 2023
19096,1350,11.26,Glory WENEGIEME,,IRL,2f2,"UCD Stadium, Dublin (IRL)",29 APR 2023
19097,1350,11.26,Fernando VICENTE,08 JAN 2004,POR,5h3,"Estádio 1o de Maio, Lisboa (POR)",01 MAY 2023
19098,1350,11.26,Francesco VIOTTI,23 JUL 2004,ITA,3f2,"Centro Gabre Gabric, Brescia (ITA)",01 MAY 2023
19099,1350,11.26,Vlad CHENYKAEV,27 OCT 2005,KAZ,4,"Central Stadium, Almaty (KAZ)",02 MAY 2023
19100,1350,11.26,Shingo UMEZAWA,10 DEC 2004,JPN,3h7,"Athletics Stadium, Toyama (JPN)",03 MAY 2023
19101,1350,11.26,Bartłomiej BIRECKI,16 FEB 2006,POL,4f1,"Stadion Miejski, Chorzów (POL)",03 MAY 2023
19102,1350,11.26,Malachi MUIR,2004,CAN,2,"Rollie Miles Athletic Park, Edmonton (CAN)",06 MAY 2023
19103,1350,11.26,Maxime MUSQUAR,2004,FRA,2f2,"Stade Bachelard, Grenoble (FRA)",06 MAY 2023
19104,1350,11.26,Louan MASSE,2005,FRA,1f2,"Stade communautaire d'athlétisme, Bruay-la-Buissiere (FRA)",07 MAY 2023
19105,1350,11.26,Alvaro CORRALES,22 APR 2006,ESP,3,"Estadio Vallehermoso, Madrid (ESP)",07 MAY 2023
19106,1350,11.26,Ruben GARCIA,30 SEP 2004,ESP,7,"Estadio Vallehermoso, Madrid (ESP)",07 MAY 2023
19107,1350,11.26,Michael RILEY,,BAH,4h1,"Grand Bahama Sports Complex, Freeport (BAH)",13 MAY 2023
19108,1392,11.27,Cole GIBBONS,2004,NZL,5h1,"Hawkes Bay Sports Park, Hastings (NZL)",21 JAN 2023
19109,1392,11.27,Luke PURNELL,,AUS,5f4,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",11 FEB 2023
19110,1392,11.27,Abraham NEVAREZ,2004,MEX,3,"Estadio Olímpico de la Cd. Deportiva, Chihuahua (MEX)",24 FEB 2023
19111,1392,11.27,Tshegofatso KOKONG,07 OCT 2006,RSA,1f1,"Germiston Stadium, Johannesburg (RSA)",25 FEB 2023
19112,1392,11.27,Enrico PIERRE-GREENE,,BAR,2,"National Stadium, Waterford, Bridgetown (BAR)",25 FEB 2023
19113,1392,11.27,Kevin MACHENG,2005,BOT,1f5,"National Stadium, Gaborone (BOT)",04 MAR 2023
19114,1392,11.27,Romario FINNIGAN,2007,JAM,4h3,"National Stadium, Kingston (JAM)",10 MAR 2023
19115,1392,11.27,Lachlan KRELLE,2004,AUS,1,"Northern Athletic Centre, St Leonards, Launceston (AUS)",19 MAR 2023
19116,1392,11.27,Toby KAMPHUIS,2005,AUS,2,"Northern Athletic Centre, St Leonards, Launceston (AUS)",19 MAR 2023
19117,,,,,,,,
19118,1392,11.27,Lucas CAMPBELL,2006,AUS,2f4,"Campbelltown Athletics Centre, Sydney (AUS)",25 MAR 2023
19119,1392,11.27,Kuga YAMADA,17 OCT 2006,JPN,6f7,"Mikio Oda Memorial Athletic Field, Tokorozawa (JPN)",26 MAR 2023
19120,1392,11.27,Rodneil MITCHELL,,JAM,6sf2,"National Stadium, Kingston (JAM)",29 MAR 2023
19121,1392,11.27,Tiago GUIOTTI,09 FEB 2007,BRA,4h1,"Pista de Atletismo do CNTA, Cascavel (BRA)",07 APR 2023
19122,1392,11.27,Luiz Arthur CAETANO,16 MAR 2004,BRA,2ce1,"Pista de Atletismo do CNTA, Cascavel (BRA)",07 APR 2023
19123,1392,11.27,Christopher MADURO,,ARU,7sf1,Nassau (BAH),08 APR 2023
19124,1392,11.27,Trevaughn STEWART,2007,TTO,5sf2,Nassau (BAH),08 APR 2023
19125,1392,11.27,Kazuha OHATA,30 MAY 2004,JPN,6f5,"Hakatanomori Athletic Stadium, Fukuoka (JPN)",09 APR 2023
19126,1392,11.27,Dániel Augusto DEL CASTILLO,21 JAN 2009,PER,4,"Estadio Atlético de la VIDENA, Lima (PER)",14 APR 2023
19127,1392,11.27,Jamie OLDHAM,,GBR,2f2,"Norman Park Community Sports Centre, London (GBR)",15 APR 2023
19128,1392,11.27,André REIS,07 FEB 2006,POR,1h2,"Centro Estágios Luso, Luso (POR)",22 APR 2023
19129,1392,11.27,Jonce HALE,,USA,8h4,"Drake Stadium, Des Moines, IA (USA)",28 APR 2023
19130,1392,11.27,Matteo BAZZANI,2007,ITA,1f1,"Centro Gabre Gabric, Brescia (ITA)",01 MAY 2023
19131,1392,11.27,Rui SERRAS,31 OCT 2006,POR,1,"Parque Desportivo de Ramalde, Porto (POR)",01 MAY 2023
19132,1392,11.27,Šimon PETERKA,2005,CZE,2f2,"Stadion TJ Lokomotiva Olomouc,, Olomouc (CZE)",06 MAY 2023
19133,1392,11.27,Václav HAMŠÍK,2005,CZE,3f2,"Stadion TJ Lokomotiva Olomouc,, Olomouc (CZE)",06 MAY 2023
19134,1392,11.27,Raphael STEWART,2006,GER,3,"Stadion am Hallenbad, Germering (GER)",06 MAY 2023
19135,1392,11.27,Ismail SENCER,21 MAR 2005,TUR,1h2,"Nevin Yanıt Atletizm Pisti, Mersin (TUR)",06 MAY 2023
19136,1392,11.27,Sven KAREL,2006,NED,1f1,"Sportpark De Omzoom, Assendelft (NED)",07 MAY 2023
19137,1392,11.27,Nathan FREIBERG,2007,FRA,3f1,"Stade Raymond Petit, Tomblaine (FRA)",07 MAY 2023
19138,1392,11.27,Victor GIRAULT,2004,FRA,2f1,"Stade Jean Leroi, Blois (FRA)",07 MAY 2023
19139,1422,11.28,Dylan ILLANGANTILAKE,12 FEB 2007,AUS,8,"SOPAC, Sydney (AUS)",25 FEB 2023
19140,1422,11.28,Taj GORDON,07 JUL 2006,AUS,3f4,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",25 FEB 2023
19141,1422,11.28,Lukas PIERCE,20 MAY 2007,AUS,1h2,"Lakeside Stadium, Melbourne (AUS)",25 FEB 2023
19142,1422,11.28,Tarrel JOHNSON-ROUSE,,BAR,3,"National Stadium, Waterford, Bridgetown (BAR)",25 FEB 2023
19143,1422,11.28,Ricky MATEMA,2004,BOT,2f1,"National Stadium, Gaborone (BOT)",04 MAR 2023
19144,1422,11.28,Daniel HARRIS,2004,JAM,2f10,"GC Foster College, Spanish Town (JAM)",11 MAR 2023
19145,1422,11.28,Samuel KELLY,2006,JAM,1f16,"GC Foster College, Spanish Town (JAM)",11 MAR 2023
19146,1422,11.28,Alex WOJCIK,22 APR 2006,AUS,4,"Northern Athletic Centre, St Leonards, Launceston (AUS)",18 MAR 2023
19147,1422,11.28,Paden HALL,,USA,1h10,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",24 MAR 2023
19148,1422,11.28,Xavier Kamil KUMAGAI,03 JAN 2007,JPN,2f6,"Mikio Oda Memorial Athletic Field, Tokorozawa (JPN)",26 MAR 2023
19149,1422,11.28,Malique GRAHAM,2005,JAM,3ce2,"National Stadium, Kingston (JAM)",29 MAR 2023
19150,1422,11.28,Luiz Fernando RODRIGUES,19 JAN 2005,BRA,5h3,"Pista de Atletismo do CNTA, Cascavel (BRA)",07 APR 2023
19151,1422,11.28,Elia FERRARI,2007,ITA,1f24,"Centro Sportivo Comunale, Varese (ITA)",16 APR 2023
19152,1422,11.28,Kai PEACOCK,30 JAN 2007,AUS,3h2,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",16 APR 2023
19153,1422,11.28,Stedam SHAKAN,2004,DMA,5h3,"Estadio de la Universidad Militar Bolivariana, Caracas (VEN)",27 APR 2023
19154,1422,11.28,Mateo PÉREZ,19 APR 2007,BOL,6f1,"Gobierno Autónomo Municipal de Cochabamba, Cochabamba (BOL)",29 APR 2023
19155,1422,11.28,Fabio CENEDESE,2005,ITA,3f1,"Impianto di Viale Olimpia, San Biagio di Callalta (ITA)",29 APR 2023
19156,1422,11.28,Tommaso MARIGO,2004,ITA,2f2,"Impianto di Viale Olimpia, San Biagio di Callalta (ITA)",29 APR 2023
19157,1422,11.28,Marco SPINIELLO,2004,ITA,2f4,"Campo Coni, Pavia (ITA)",30 APR 2023
19158,1422,11.28,Cristian MASCHERPA,2006,ITA,1f6,"Campo Coni, Pavia (ITA)",30 APR 2023
19159,1422,11.28,Johann SIMONS,2004,GER,2,"Moselstadion, Trier (GER)",06 MAY 2023
19160,1422,11.28,Mikkel ANDERSEN,2004,CAN,1,"Hillside Stadium, Kamloops (CAN)",06 MAY 2023
19161,1422,11.28,Tomáš NEUFUSS,24 DEC 2004,CZE,4f2,"Stadion TJ Lokomotiva Olomouc,, Olomouc (CZE)",06 MAY 2023
19162,1422,11.28,Noel Janic STAMPFLI,2006,SUI,1f1,"Stadion Leimacker, Düdingen (SUI)",06 MAY 2023
19163,1422,11.28,Ilan DURIN,2005,FRA,3f1,"Stade Jean Leroi, Blois (FRA)",07 MAY 2023
19164,1422,11.28,Samuel VALLIPURAM,2006,GER,1f2,"Bildungszentrum, Weissach im Tal (GER)",13 MAY 2023
19165,1422,11.28,Athanasios EXIS,2004,GER,3f4,"Bildungszentrum, Weissach im Tal (GER)",13 MAY 2023
19166,1449,11.29,Marcus SNEYDERS,,AUS,4f3,"Tom Kelly Athletics Track, Doncaster, Melbourne (AUS)",19 JAN 2023
19167,1449,11.29,Boitumelo MKWANAZI,27 MAR 2005,RSA,5f3,"Germiston Stadium, Johannesburg (RSA)",21 JAN 2023
19168,1449,11.29,Tshelane TSHELANE,28 SEP 2007,RSA,1f5,"Bestmed Tuks Stadium, Pretoria (RSA)",01 FEB 2023
19169,1449,11.29,Kealeboga MOGASWA,28 MAY 2005,RSA,1f6,"Pilditch Stadium, Pretoria (RSA)",04 FEB 2023
19170,1449,11.29,Joel CODRINGTON,2005,JAM,4,"National Stadium, Kingston (JAM)",21 FEB 2023
19171,1449,11.29,Bailey ROBERTS-LINTMEIJER,11 JUL 2007,AUS,9,"SOPAC, Sydney (AUS)",25 FEB 2023
19172,1449,11.29,Aubery WATSON,11 FEB 2007,AUS,2h2,"Lakeside Stadium, Melbourne (AUS)",25 FEB 2023
19173,1449,11.29,Liam KILBY,11 SEP 2005,NZL,3h2,"Newtown Park Stadium, Wellington (NZL)",03 MAR 2023
19174,1449,11.29,Elijah CAMPBELL,2007,JAM,2h4,"National Stadium, Kingston (JAM)",03 MAR 2023
19175,1449,11.29,Jefferson Alexander PAREDES,26 DEC 2006,ECU,4,"La Vicentina, Quito (ECU)",04 MAR 2023
19176,1449,11.29,Kutlwano MONTI,2005,BOT,3f1,"National Stadium, Gaborone (BOT)",04 MAR 2023
19177,1449,11.29,Dylan COPE,2004,AUS,2f2,"WA Sports Centre, Perth (AUS)",10 MAR 2023
19178,1449,11.29,Sakhile BASI,08 SEP 2005,RSA,7,"Pilditch Stadium, Pretoria (RSA)",11 MAR 2023
19179,1449,11.29,Jonathan CLARKE,2008,JAM,1f12,"GC Foster College, Spanish Town (JAM)",11 MAR 2023
19180,1449,11.29,Raul CRESPO,,PUR,4,"Pista Basilio Rodriguez, Carolina (PUR)",17 MAR 2023
19181,1449,11.29,Marcos Vitorio SILVA,09 JAN 2004,BRA,3,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",18 MAR 2023
19182,1449,11.29,Mojalifa MOGALE,15 DEC 2009,RSA,5sf1,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",23 MAR 2023
19183,1449,11.29,Tetsuro NISHI,05 FEB 2004,JPN,7f7,"Mikio Oda Memorial Athletic Field, Tokorozawa (JPN)",26 MAR 2023
19184,1449,11.29,Pablo Daniel BUELVAS,02 JUN 2007,COL,3h1,"Estadio de Atletismo - Unidad Deportiva el Salitre, Bogotá (COL)",31 MAR 2023
19185,1449,11.29,Yuji YOSHIMATU,15 DEC 2004,JPN,2f1,"Hakatanomori Athletic Stadium, Fukuoka (JPN)",09 APR 2023
19186,1449,11.29,Quinn LANSILL,,USA,1ce1,"Cougar Athletic Stadium, Azusa, CA (USA)",13 APR 2023
19187,1449,11.29,Nathan VALLIAMEE CALLY,2007,FRA,4f2,"Stade Marc Nasseau, St-Denis-Réunion (FRA)",22 APR 2023
19188,1449,11.29,Pablo SEPULVEDA,08 JUN 2007,CHI,4h1,"Pista Atlética Eliana Gaete Lazo, Santiago de Chile (CHI)",22 APR 2023
19189,1449,11.29,Alberto NONINO,20 FEB 2004,ITA,2ce,"Centro di Atletica, Busto Arsizio (ITA)",22 APR 2023
19190,1449,11.29,Matteo CIONI,2004,ITA,1f5,"Centro Sportivo Fontanassa, Savona (ITA)",22 APR 2023
19191,1449,11.29,Gabriele NAPOLI,2004,ITA,2f5,"Centro Sportivo Fontanassa, Savona (ITA)",22 APR 2023
19192,1449,11.29,Ondřej LOUPAL,30 DEC 2006,CZE,1,"Atletický stadion Na Stoupách, Jihlava (CZE)",29 APR 2023
19193,1449,11.29,Jonáš VALENTA,2005,CZE,1f1,"Atletický stadion Na Stoupách, Jihlava (CZE)",29 APR 2023
19194,1449,11.29,Riccardo SILVESTRIN,2004,ITA,1f1,"Centro Gabre Gabric, Brescia (ITA)",01 MAY 2023
19195,1449,11.29,Federico DELL'ACQUA,2006,ITA,2f1,"Centro Gabre Gabric, Brescia (ITA)",01 MAY 2023
19196,1449,11.29,Malina BARTHOLOMEW,2004,CZE,1h2,"Sportovní areál Krajinka, Cheb (CZE)",06 MAY 2023
19197,1449,11.29,Eric PAUCHARD,2006,SUI,2f1,"Stadion Leimacker, Düdingen (SUI)",06 MAY 2023
19198,1449,11.29,Timeo LIPRANDI,2006,FRA,1f1,"Stade Bachelard, Grenoble (FRA)",06 MAY 2023
19199,1449,11.29,Valerio MAZZILLI,2007,ITA,1f13,"Stadio Paolo Rosi, Roma (ITA)",06 MAY 2023
19200,1449,11.29,Davide FELICETTI,2007,ITA,1f2,"Campo di Atletica, Fermo (ITA)",06 MAY 2023
19201,1449,11.29,Alexis TAMISEY,2004,FRA,1f2,"Stade Robert Boulin, Libourne (FRA)",07 MAY 2023
19202,1449,11.29,Lukáš VESELÝ,17 MAR 2004,CZE,2,"Atletický stadion Slavia Praha, Praha (CZE)",09 MAY 2023
19203,1449,11.29,Jakub KOŚCIELNIAK,12 JUN 2006,POL,1f1,"Stadion Juwenia, Przemyśl (POL)",13 MAY 2023
19204,1487,11.30,Fernando MARTINEZ,2005,MEX,2f5,"Centro Deportivo Olímpico Mexicano, Ciudad de México (MEX)",21 JAN 2023
19205,1487,11.30,Cyrille ASSIEUFFEU,05 MAR 2005,CMR,2h1,"Stade de la Réunification de Bepanda, Douala (CMR)",18 FEB 2023
19206,1487,11.30,Heath CHALKER,07 JAN 2006,AUS,3h2,"SOPAC, Sydney (AUS)",25 FEB 2023
19207,1487,11.30,Liam ROSS,2005,AUS,6h4,"SOPAC, Sydney (AUS)",25 FEB 2023
19208,1487,11.30,Aldrin Tadiwanashe TAFA,2004,BOT,2f1,"Pilditch Stadium, Pretoria (RSA)",25 FEB 2023
19209,1487,11.30,Afikile HERMANUS,11 MAR 2005,RSA,3f3,"Pilditch Stadium, Pretoria (RSA)",25 FEB 2023
19210,1487,11.30,Yogi YOGI,2006,INA,2h2,"WA Sports Centre, Perth (AUS)",03 MAR 2023
19211,1487,11.30,Alex DUNN,26 JUL 2006,AUS,5,"SA Athletic Stadium, Adelaide (AUS)",04 MAR 2023
19212,1487,11.30,Lucas Gabriel LEITE,03 SEP 2007,BRA,4,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",18 MAR 2023
19213,1487,11.30,Robert RYLY DE NEIJS,12 JUL 2006,RSA,6h6,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",23 MAR 2023
19214,1487,11.30,Ontario ROLLE,,BAH,3f2,"T. Robinson Stadium, Nassau (BAH)",25 MAR 2023
19215,1487,11.30,Benjamin SHERMAN,,BAH,1h5,"T. Robinson Stadium, Nassau (BAH)",25 MAR 2023
19216,1487,11.30,Patrick WATSON-HOWELL,2004,AUS,1ce2,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",01 APR 2023
19217,1487,11.30,Hiro KIMURA,15 JUL 2005,JPN,6f6,"National Stadium, Tokyo (JPN)",02 APR 2023
19218,,,,,,,,
